"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","실험실면적","사업장구분명","영업소면적","위탁업체명","실험실지역코드","실험실우편번호","실험실산","실험실번지","실험실호","실험실통","실험실반","실험실특수주소","실험실특수주소동","실험실특수주소호","실험실도로명주소시군구코드","실험실도로명주소읍면동코드","실험실도로명주소읍면동구분","실험실도로명주소코드","실험실도로명특수주소","실험실도로명주소건물층구분","실험실도로명주소건물본번호","실험실도로명주소건물부번호","실험실도로명주소우편번호",
"48","환경측정대행업","09_30_17_P","6530000","642000008202300008","2023-03-06","","01","영업/정상","N","신규","","","","","","","26493","강원특별자치도 원주시 흥업면 매지리 1184-1 연세대원주환경친화기술센터 302호","강원특별자치도 원주시 흥업면 북원로 1389, 연세대원주환경친화기술센터 302호","26493","(주)에코엔비텍","2023-03-06 14:52:10","I","2023-06-13 00:00:00","","280254.288140415","419626.869610252","34","측정대행업","0","","5113037022","26493","0","1184","1","","","연세대원주환경친화기술센터","","303","51130","5113037022","0","3219073","연세대원주환경친화기술센터","0","1389","0","26493",
"49","환경측정대행업","09_30_17_P","6530000","642000008202300009","2023-03-06","","01","영업/정상","N","신규","","","","","","","24408","강원특별자치도 춘천시 동내면 사암리 765번지","강원특별자치도 춘천시 동내면 대룡산길 80-3","24408","(주)이엠연구소","2023-03-06 15:00:33","I","2023-06-13 00:00:00","","267657.706361618","481762.761134097","40.8","측정대행업","0","","5111039024","24408","0","765","0","","","","","","51110","5111039024","0","4454152","","0","80","3","24408",
"50","환경측정대행업","09_30_17_P","6530000","642000008202300010","2023-03-06","","01","영업/정상","N","신규","","","","","0337645807","","220-934","강원특별자치도 원주시 관설동   634번지 3호","강원특별자치도 원주시 치악로 1351 (관설동)","","(주)선진환경","2023-03-06 15:11:55","I","2023-06-13 00:00:00","","286539.562056716","423342.277511088","120","측정대행업","0","","5113011600","220934","1","634","3","","","","","","51130","5113011600","1","3219054","","0","1351","","220180",
"51","환경측정대행업","09_30_17_P","6530000","642000008202300011","2023-03-06","","01","영업/정상","N","신규","","","","","","","26347","강원특별자치도 원주시 지정면 신평리 1126번지","강원특별자치도 원주시 지정면 청정로 80-1","26347","(주)알렉스분석시험소","2023-03-06 15:15:47","I","2023-06-13 00:00:00","","278740.864821739","431780.028130067","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"52","환경측정대행업","09_30_17_P","6530000","642000008202300012","2024-07-05","","01","영업/정상","N","신규","","","","","","","200-882","강원특별자치도 춘천시 동내면 학곡리  321번지 7호 [321-7번지]","강원특별자치도 춘천시 동내면 학곡서3길 20-8 ([321-7번지])","","(자)대한환경건설","2024-07-05 17:58:34","U","2024-07-07 02:40:00","","266649.266952658","481703.038287532","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"53","환경측정대행업","09_30_17_P","6530000","642000008202300013","2023-03-17","","01","영업/정상","N","신규","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  2011번지 -6번지","강원특별자치도 원주시 판부면 오성마을길 63-7","220-912","(주)영동환경이앤텍","2023-03-17 14:49:37","I","2023-06-13 00:00:00","","284028.975216268","424549.946849535","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"54","환경측정대행업","09_30_17_P","6530000","642000008202300014","2023-03-17","","01","영업/정상","N","신규","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  2011번지 -6번지","강원특별자치도 원주시 판부면 오성마을길 63-7","220-912","(주)영동환경이앤텍","2023-03-17 14:54:08","I","2023-06-13 00:00:00","","284028.975216268","424549.946849535","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"55","환경측정대행업","09_30_17_P","6530000","642000008202300015","2023-03-21","","01","영업/정상","N","신규","","","","","","","210-821","강원특별자치도 강릉시 강동면 모전리  43번지 3호 [43-3번지]","강원특별자치도 강릉시 강동면 임곡로 234","210-821","(주)대영환경","2023-03-21 13:58:42","I","2023-06-13 00:00:00","","375350.271375935","469686.434951451","0","측정대행업","0","","5115034022","210821","1","43","3","","","[43-3번지]","","","51150","5115034000","0","3220033","","0","234","","210821",
"56","환경측정대행업","09_30_17_P","6530000","642000008202300016","2023-03-21","","01","영업/정상","N","신규","","","","","","","24456","강원특별자치도 춘천시 칠전동 603-7","강원특별자치도 춘천시 칠전동길 31-5(칠전동)","24456","아람기술이앤지(주)","2023-03-21 17:18:46","I","2023-06-13 00:00:00","","262877.004279535","482285.243609461","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"57","환경측정대행업","09_30_17_P","6530000","642000008202300017","2024-01-11","","01","영업/정상","N","신규","","","","","","","","강원특별자치도 원주시 태장동 1023-2","강원특별자치도 원주시 방강골길 4(태장동)","","(주)세현에코텍","2024-01-11 16:37:36","U","2024-01-13 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"58","환경측정대행업","09_30_17_P","6530000","642000008202300018","2023-03-22","","01","영업/정상","N","신규","","","","","","","","강원특별자치도 원주시 태장동 1023-2","강원특별자치도 원주시 방강골길 4(태장동)","","(주)세현에코텍","2023-03-22 14:38:27","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"59","환경측정대행업","09_30_17_P","6530000","642000008202300019","2023-03-27","","01","영업/정상","N","신규","","","","","","","26347","강원특별자치도 원주시 지정면 신평리 1126번지","강원특별자치도 원주시 지정면 청정로 80-1","26347","(주)알렉스분석시험소","2023-03-27 17:39:38","I","2023-06-13 00:00:00","","278740.864821739","431780.028130067","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"60","환경측정대행업","09_30_17_P","6530000","642000008202300020","2023-03-27","","01","영업/정상","N","신규","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  2011번지 -6번지","강원특별자치도 원주시 판부면 오성마을길 63-7","220-912","(주)영동환경이앤텍","2023-03-27 17:46:39","I","2023-06-13 00:00:00","","284028.975216268","424549.946849535","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"61","환경측정대행업","09_30_17_P","6530000","642000008202300021","2023-03-27","","01","영업/정상","N","신규","","","","","","","26349","강원특별자치도 원주시 호저면 만종리 217-1","강원특별자치도 원주시 호저면 우무개로 326","26349","(주)삼성환경엔지니어링","2023-03-27 17:49:28","I","2023-06-13 00:00:00","","280935.024259656","429774.133074899","0","측정대행업","0","","5113011000","220100","1","","","","","","","","51130","5113011000","1","3219041","","0","341","","220100",
"62","환경측정대행업","09_30_17_P","6530000","642000008202300022","2023-04-04","","01","영업/정상","N","신규","","","","","0337645807","","220-934","강원특별자치도 원주시 관설동   634번지 3호","강원특별자치도 원주시 치악로 1351 (관설동)","","(주)선진환경","2023-04-04 10:01:37","I","2023-06-13 00:00:00","","286539.562056716","423342.277511088","120","측정대행업","0","","5113011600","220934","1","634","3","","","","","","51130","5113011600","1","3219054","","0","1351","","220180",
"63","환경측정대행업","09_30_17_P","6530000","642000008202300023","2023-04-17","","01","영업/정상","N","신규","","","","","","","25422","강원특별자치도 강릉시 주문진읍 교항리 1207-6","강원특별자치도 강릉시 주문진읍 농공단지길 28-32","25422","(주)세동이엔지","2023-04-17 09:52:52","I","2023-06-13 00:00:00","","360487.917334175","486867.906205672","0","측정대행업","0","","5115025022","25422","0","1207","6","","","","","","51150","5115025022","0","4460314","","0","28","32","25422",
"64","환경측정대행업","09_30_17_P","6530000","642000008202300025","2023-04-17","","01","영업/정상","N","신규","","","","","","","200-882","강원특별자치도 춘천시 동내면 학곡리  321번지 7호 [321-7번지]","강원특별자치도 춘천시 동내면 학곡서3길 20-8 ([321-7번지])","","(자)대한환경건설","2023-04-17 14:01:59","I","2023-06-13 00:00:00","","266649.266952658","481703.038287532","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"65","환경측정대행업","09_30_17_P","6530000","642000008202300026","2023-04-17","","01","영업/정상","N","신규","","","","","","","26347","강원특별자치도 원주시 지정면 신평리 1126번지","강원특별자치도 원주시 지정면 청정로 80-1","26347","(주)알렉스분석시험소","2023-04-17 14:06:18","I","2023-06-13 00:00:00","","278740.864821739","431780.028130067","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"66","환경측정대행업","09_30_17_P","6530000","642000008202300027","2023-04-17","","01","영업/정상","N","신규","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  2011번지 -6번지","강원특별자치도 원주시 판부면 오성마을길 63-7","220-912","(주)영동환경이앤텍","2023-04-17 14:34:01","I","2023-06-13 00:00:00","","284028.975216268","424549.946849535","0","측정대행업","0","","5113038022","220912","1","2011","","","","-6번지","","","51130","5113038000","0","4457439","","0","63","7","220912",
"67","환경측정대행업","09_30_17_P","6530000","642000008202300028","2023-04-17","","01","영업/정상","N","신규","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  2011번지 -6번지","강원특별자치도 원주시 판부면 오성마을길 63-7","220-912","(주)영동환경이앤텍","2023-04-17 14:35:16","I","2023-06-13 00:00:00","","284028.975216268","424549.946849535","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"68","환경측정대행업","09_30_17_P","6530000","642000008202300029","2023-04-28","","01","영업/정상","N","신규","","","","","0337446701","","","","강원특별자치도 원주시 흥업면 원문로 865-5","","주식회사 대동환경","2023-04-28 11:00:24","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"69","환경측정대행업","09_30_17_P","6530000","642000008202300030","2023-05-04","","01","영업/정상","N","신규","","","","","","","210-821","강원특별자치도 강릉시 강동면 모전리  43번지 3호 [43-3번지]","강원특별자치도 강릉시 강동면 임곡로 234","210-821","(주)대영환경","2023-05-04 16:01:01","I","2023-06-13 00:00:00","","375350.271375935","469686.434951451","0","측정대행업","0","","5115034022","210821","1","43","3","","","[43-3번지]","","","51150","5115034000","0","3220033","","0","234","","210821",
"70","환경측정대행업","09_30_17_P","6530000","642000008202300031","2023-05-04","","01","영업/정상","N","신규","","","","","","","26493","강원특별자치도 원주시 흥업면 매지리 1184-1 연세대원주환경친화기술센터 302호","강원특별자치도 원주시 흥업면 북원로 1389, 연세대원주환경친화기술센터 302호","26493","(주)에코엔비텍","2023-05-04 16:14:34","I","2023-06-13 00:00:00","","280254.288140415","419626.869610252","34","측정대행업","0","","5113037022","26493","0","1184","1","","","연세대원주환경친화기술센터","","303","51130","5113037022","0","3219073","연세대원주환경친화기술센터","0","1389","0","26493",
"71","환경측정대행업","09_30_17_P","6530000","642000008202300032","2023-05-10","","01","영업/정상","N","신규","","","","","0335748852","","25908","강원특별자치도 삼척시 우지동 12-6","강원특별자치도 삼척시 우지길 38-21 (우지동)","25908","건설표준시험원(주)","2023-05-10 15:48:41","I","2023-06-13 00:00:00","","390601.968900668","442193.465104019","0","측정대행업","0","","5123010900","25908","0","12","6","","","","","","51230","5123010900","1","4472246","","0","38","21","25908",
"72","환경측정대행업","09_30_17_P","6530000","642000008201500021","2025-10-17","","01","영업/정상","N","신규","","","","","","","220-926","강원특별자치도 원주시 호저면 주산리  1436번지","강원특별자치도 원주시 호저면 호저로 498","","(주)고려환경","2025-10-17 14:43:19","U","2025-10-19 02:40:00","","281691.15128908","435365.077543067","83","측정대행업","0","","5113032021","220926","1","1436","","","","","","","51130","5113032000","0","3219060","","0","498","","",
"73","환경측정대행업","09_30_17_P","6530000","642000008201500024","2019-12-18","","01","영업/정상","N","신규","","","","","0335748852","","25908","강원특별자치도 삼척시 우지동 12-6","강원특별자치도 삼척시 우지길 38-21 (우지동)","25908","건설표준시험원(주)","2019-12-18 11:22:13","I","2023-06-13 00:00:00","","390601.968900668","442193.465104019","0","측정대행업","0","","5123010900","25908","0","12","6","","","","","","51230","5123010900","1","4472246","","0","38","21","25908",
"74","환경측정대행업","09_30_17_P","6530000","642000008201500027","2025-01-15","","01","영업/정상","N","신규","","","","","","","25422","강원특별자치도 강릉시 주문진읍 교항리 1207-6","강원특별자치도 강릉시 주문진읍 농공단지길 28-32","25422","(주)세동이엔지","2025-01-15 10:20:23","U","2025-01-17 02:40:00","","360487.917334175","486867.906205672","0","측정대행업","0","","5115025022","25422","0","1207","6","","","","","","51150","5115025022","0","4460314","","0","28","32","25422",
"75","환경측정대행업","09_30_17_P","6530000","642000008201500028","2024-07-01","","01","영업/정상","N","신규","","","","","0337645807","","220-934","강원특별자치도 원주시 관설동   634번지 3호","강원특별자치도 원주시 치악로 1351 (관설동)","","(주)선진환경","2024-07-01 17:44:08","U","2024-07-03 02:40:00","","286539.562056716","423342.277511088","120","측정대행업","0","","5113011600","220934","1","634","3","","","","","","51130","5113011600","1","3219054","","0","1351","","220180",
"76","환경측정대행업","09_30_17_P","6530000","642000008201500030","2025-01-17","","01","영업/정상","N","신규","","","","","","","26318","강원특별자치도 원주시 태장동 1023-2","강원특별자치도 원주시 방강골길 4, 1,2,3층(태장동)","26318","(주)세현에코텍","2025-01-17 08:36:19","U","2025-01-19 02:40:00","","284171.433181694","431047.590525238","0","측정대행업","0","","","","","","","","","","","","51130","5113011200","1","4457236","","0","4","","26318",
"77","환경측정대행업","09_30_17_P","6530000","642000008201500032","2024-06-25","","01","영업/정상","N","신규","","","","","","","26493","강원특별자치도 원주시 흥업면 매지리 1184-1 연세대원주환경친화기술센터 302호","강원특별자치도 원주시 흥업면 북원로 1389, 연세대원주환경친화기술센터 302호","26493","(주)에코엔비텍","2024-06-25 17:38:34","U","2024-06-27 02:40:00","","280254.288140415","419626.869610252","34","측정대행업","0","","5113037022","26493","0","1184","1","","","연세대원주환경친화기술센터","","303","51130","5113037022","0","3219073","연세대원주환경친화기술센터","0","1389","0","26493",
"78","환경측정대행업","09_30_17_P","6530000","642000008201700001","2024-12-30","","01","영업/정상","N","신규","","","","","","","24408","강원특별자치도 춘천시 동내면 사암리 765번지","강원특별자치도 춘천시 동내면 대룡산길 80-3","24408","(주)이엠연구소","2024-12-30 17:53:32","U","2025-01-01 02:40:00","","267657.706361618","481762.761134097","40.8","측정대행업","0","","5111039024","24408","0","765","0","","","","","","51110","5111039024","0","4454152","","0","80","3","24408",
"79","환경측정대행업","09_30_17_P","6530000","642000008201500016","2025-01-15","","01","영업/정상","N","신규","","","","","","","210-821","강원특별자치도 강릉시 강동면 모전리  43번지 3호 [43-3번지]","강원특별자치도 강릉시 강동면 임곡로 234","210-821","(주)대영환경","2025-01-15 10:02:53","U","2025-01-17 02:40:00","","375350.271375935","469686.434951451","0","측정대행업","0","","5115034022","210821","1","43","3","","","[43-3번지]","","","51150","5115034000","0","3220033","","0","234","","210821",
"80","환경측정대행업","09_30_17_P","6530000","642000008202000001","2023-11-08","","01","영업/정상","N","신규","","","","","","","25422","강원특별자치도 강릉시 주문진읍 교항리 1207-10","강원특별자치도 강릉시 주문진읍 농공단지길 40-22","25422","(주)대양환경기술","2023-11-08 10:25:46","U","2023-11-10 02:40:00","","360689.147050536","486906.388323301","0","측정대행업","0","","5115025022","25422","0","1207","10","","","","","","51150","5115025022","0","4460314","","0","40","22","25422",
"81","환경측정대행업","09_30_17_P","6530000","642000008202100001","2024-12-30","","01","영업/정상","N","신규","","","","","","","26347","강원특별자치도 원주시 지정면 신평리 1126번지","강원특별자치도 원주시 지정면 청정로 80-1","26347","(주)알렉스분석시험소","2024-12-30 17:52:24","U","2025-01-01 02:40:00","","278740.864821739","431780.028130067","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"82","환경측정대행업","09_30_17_P","6530000","642000008202300034","2023-05-16","","01","영업/정상","N","신규","","","","","","","","강원특별자치도 원주시 태장동 1023-2","강원특별자치도 원주시 방강골길 4(태장동)","","(주)세현에코텍","2023-05-16 11:17:13","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"83","환경측정대행업","09_30_17_P","6530000","642000008202300035","2023-05-16","","01","영업/정상","N","신규","","","","","","","","강원특별자치도 원주시 태장동 1023-2","강원특별자치도 원주시 방강골길 4(태장동)","","(주)세현에코텍","2023-05-16 11:17:20","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"84","환경측정대행업","09_30_17_P","6530000","642000008202300036","2023-05-16","","01","영업/정상","N","신규","","","","","","","","강원특별자치도 원주시 태장동 1023-2","강원특별자치도 원주시 방강골길 4(태장동)","","(주)세현에코텍","2023-05-16 11:17:31","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"85","환경측정대행업","09_30_17_P","6530000","642000008202300037","2023-05-16","","01","영업/정상","N","신규","","","","","0337645807","","220-934","강원특별자치도 원주시 관설동   634번지 3호","강원특별자치도 원주시 치악로 1351 (관설동)","","(주)선진환경","2023-05-16 13:28:13","I","2023-06-13 00:00:00","","286539.562056716","423342.277511088","120","측정대행업","0","","5113011600","220934","1","634","3","","","","","","51130","5113011600","1","3219054","","0","1351","","220180",
"86","환경측정대행업","09_30_17_P","6530000","642000008202300038","2023-06-01","","01","영업/정상","N","신규","","","","","","","24408","강원특별자치도 춘천시 동내면 사암리 765번지","강원특별자치도 춘천시 동내면 대룡산길 80-3","24408","(주)이엠연구소","2023-06-01 10:38:14","I","2023-06-13 00:00:00","","267657.706361618","481762.761134097","40.8","측정대행업","0","","5111039024","24408","0","765","0","","","","","","51110","5111039024","0","4454152","","0","80","3","24408",
"87","환경측정대행업","09_30_17_P","6530000","653000008202400002","2025-05-01","","01","영업/정상","N","신규","","","","","","","24408","강원특별자치도 춘천시 동내면 사암리 765번지","강원특별자치도 춘천시 동내면 대룡산길 80-3","24408","(주)이엠연구소","2025-05-01 13:35:16","U","2025-05-03 02:40:00","","267657.706361618","481762.761134097","40.8","측정대행업","0","","5111039024","24408","0","765","0","","","","","","51110","5111039024","0","4454152","","0","80","3","24408",
"88","환경측정대행업","09_30_17_P","6530000","653000008202400003","2025-01-22","","01","영업/정상","N","신규","","","","","","","220-926","강원특별자치도 원주시 호저면 주산리  1436번지","강원특별자치도 원주시 호저면 호저로 498","","(주)고려환경","2025-01-22 10:42:14","U","2025-01-24 02:40:00","","281691.15128908","435365.077543067","83","측정대행업","0","","5113032021","220926","1","1436","","","","","","","51130","5113032000","0","3219060","","0","498","","",
"89","환경측정대행업","09_30_17_P","6530000","653000008202500001","2025-06-10","","01","영업/정상","N","신규","","","","","","","","강원특별자치도 원주시 태장동 1023-2","강원특별자치도 원주시 방강골길 4(태장동)","","(주)세현에코텍","2025-06-10 14:41:23","U","2025-06-12 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"90","환경측정대행업","09_30_17_P","6530000","653000008202300035","2025-08-21","","01","영업/정상","N","신규","","","","","0337645807","","220-934","강원특별자치도 원주시 관설동   634번지 3호","강원특별자치도 원주시 치악로 1351 (관설동)","","(주)선진환경","2025-08-21 15:44:49","U","2025-08-23 02:40:00","","286539.562056716","423342.277511088","120","측정대행업","0","","5113011600","220934","1","634","3","","","","","","51130","5113011600","1","3219054","","0","1351","","220180",
"91","환경측정대행업","09_30_17_P","6530000","653000008202300025","2024-04-03","","01","영업/정상","N","신규","","","","","","","26349","강원특별자치도 원주시 호저면 만종리 217-1","강원특별자치도 원주시 호저면 우무개로 326","26349","(주)삼성환경엔지니어링","2024-04-03 15:20:44","U","2024-04-05 02:40:00","","280935.024259656","429774.133074899","0","측정대행업","0","","5113011000","220100","1","","","","","","","","51130","5113011000","1","3219041","","0","341","","220100",
"92","환경측정대행업","09_30_17_P","6530000","653000008202300033","2025-06-04","","01","영업/정상","N","신규","","","","","","","26493","강원특별자치도 원주시 흥업면 매지리 1184-1 연세대원주환경친화기술센터 302호","강원특별자치도 원주시 흥업면 북원로 1389, 연세대원주환경친화기술센터 302호","26493","(주)에코엔비텍","2025-06-04 10:58:24","U","2025-06-06 02:40:00","","280254.288140415","419626.869610252","34","측정대행업","0","","5113037022","26493","0","1184","1","","","연세대원주환경친화기술센터","","303","51130","5113037022","0","3219073","연세대원주환경친화기술센터","0","1389","0","26493",
"93","환경측정대행업","09_30_17_P","6530000","653000008202300034","2025-06-24","","01","영업/정상","N","신규","","","","","0337446701","","","","강원특별자치도 원주시 흥업면 원문로 865-5","","주식회사 대동환경","2025-06-24 15:31:05","U","2025-06-26 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"94","환경측정대행업","09_30_17_P","6530000","653000008202300027","2024-03-20","","01","영업/정상","N","신규","","","","","","","24408","강원특별자치도 춘천시 동내면 사암리 765번지","강원특별자치도 춘천시 동내면 대룡산길 80-3","24408","(주)이엠연구소","2024-03-20 17:53:42","U","2024-03-22 02:40:00","","267657.706361618","481762.761134097","40.8","측정대행업","0","","5111039024","24408","0","765","0","","","","","","51110","5111039024","0","4454152","","0","80","3","24408",
"95","환경측정대행업","09_30_17_P","6530000","653000008202300028","2024-03-25","","01","영업/정상","N","신규","","","","","","","220-926","강원특별자치도 원주시 호저면 주산리  1436번지","강원특별자치도 원주시 호저면 호저로 498","","(주)고려환경","2024-03-25 17:47:20","U","2024-03-27 02:40:00","","281691.15128908","435365.077543067","83","측정대행업","0","","5113032021","220926","1","1436","","","","","","","51130","5113032000","0","3219060","","0","498","","",
"96","환경측정대행업","09_30_17_P","6530000","653000008202300029","2025-08-08","","01","영업/정상","N","신규","","","","","","","25422","강원특별자치도 강릉시 주문진읍 교항리 1207-6","강원특별자치도 강릉시 주문진읍 농공단지길 28-32","25422","(주)세동이엔지","2025-08-08 11:10:51","U","2025-08-10 02:40:00","","360487.917334175","486867.906205672","0","측정대행업","0","","5115025022","25422","0","1207","6","","","","","","51150","5115025022","0","4460314","","0","28","32","25422",
"97","환경측정대행업","09_30_17_P","6530000","653000008202300030","2025-10-17","","01","영업/정상","N","신규","","","","","","","26347","강원특별자치도 원주시 지정면 신평리 1126번지","강원특별자치도 원주시 지정면 청정로 80-1","26347","(주)알렉스분석시험소","2025-10-17 14:43:11","U","2025-10-19 02:40:00","","278740.864821739","431780.028130067","0","측정대행업","0","","5113033025","26347","0","1126","0","","","","","","51130","5113033025","0","3350409","","0","80","1","26347",
"98","환경측정대행업","09_30_17_P","6530000","653000008202300031","2023-10-05","","01","영업/정상","N","신규","","","","","","","","강원특별자치도 원주시 태장동 1023-2","강원특별자치도 원주시 방강골길 4(태장동)","","(주)세현에코텍","2023-10-05 17:31:37","I","2023-10-07 00:17:47","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"99","환경측정대행업","09_30_17_P","6530000","653000008202300032","2025-07-28","","01","영업/정상","N","신규","","","","","","","","강원특별자치도 원주시 태장동 1023-2","강원특별자치도 원주시 방강골길 4(태장동)","","(주)세현에코텍","2025-07-28 14:35:26","U","2025-07-30 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"100","환경측정대행업","09_30_17_P","6530000","653000008202300026","2024-09-09","","01","영업/정상","N","신규","","","","","","","24456","강원특별자치도 춘천시 칠전동 603-7","강원특별자치도 춘천시 칠전동길 31-5(칠전동)","24456","아람기술이앤지(주)","2024-09-09 17:33:01","U","2024-09-11 02:40:00","","262877.004279535","482285.243609461","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"101","환경측정대행업","09_30_17_P","6530000","642000008200600001","2014-07-01","","03","폐업","Q","폐업","","","","","","","240-807","강원특별자치도 동해시 천곡동   91번지 22호","강원특별자치도 동해시 감추7길 22 (천곡동)","240-807","(주)대진환경개발","2022-01-13 14:30:19","I","2023-06-13 00:00:00","","387403.377471277","447880.462338016","84.97","측정대행업","0","","5117010100","240807","1","91","22","","","","","","51170","5117010100","1","4463011","","0","22","","240807",
"102","환경측정대행업","09_30_17_P","6530000","642000008200600002","2007-09-17","","03","폐업","Q","폐업","","","","","","","","강원특별자치도 횡성군 안흥면 안흥리 310번지 32호 1통 4반","","","(주)선진환경","2022-01-13 14:32:26","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"103","환경측정대행업","09_30_17_P","6530000","642000008200600003","2007-12-05","","03","폐업","Q","폐업","2022-01-23","","","","","","","경기도 안양시만안구 안양동  767번지  27통 1반 성원아파트 102동 1901호","","","폐업 임시 지정 - (주)우주건설 환경사업부","2022-01-23 13:40:06","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"104","환경측정대행업","09_30_17_P","6530000","642000008200700001","2010-02-12","","03","폐업","Q","폐업","2022-01-23","","","","","","","강원특별자치도 춘천시 동면 만천리 971번지  4통 6반 한일유앤아이아파트 103동 801호","","","폐업 임시 지정 - (주)대성환경건설","2022-01-23 13:39:02","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"105","환경측정대행업","09_30_17_P","6530000","642000008200700002","2014-04-24","","03","폐업","Q","폐업","","","","","","","269-802","강원특별자치도 철원군 갈말읍 군탄리  779번지 [779-3] 갈말농공단지 내","강원특별자치도 철원군 갈말읍 풍전길 44","269-802","(주)예스코이에스","2022-01-13 14:38:50","I","2023-06-13 00:00:00","","226835.565989817","517739.00304739","0","측정대행업","0","","5178025624","269802","1","779","","","","[779-3번지] 갈말농공단지 내","","","","","","","","","","","",
"106","환경측정대행업","09_30_17_P","6530000","642000008200700004","2008-07-31","","03","폐업","Q","폐업","","","","","","","220-842","강원특별자치도 원주시 흥업면 매지리  234번지","강원특별자치도 원주시 흥업면 무수막1길 44","","연세대학교 원주산학협력단","2022-01-13 14:51:57","I","2023-06-13 00:00:00","","281105.693982309","420333.536040056","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"107","환경측정대행업","09_30_17_P","6530000","642000008200700005","2010-11-10","","03","폐업","Q","폐업","2017-06-21","","","","","","","강원특별자치도 원주시 흥업면 매지리 234","","","연세대학교 원주환경친화기술센터","2022-01-18 15:02:46","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"108","환경측정대행업","09_30_17_P","6530000","642000008200800001","2014-07-24","","03","폐업","Q","폐업","","","","","","","220-926","강원특별자치도 원주시 호저면 주산리  1436번지","강원특별자치도 원주시 호저면 호저로 498","","(주)고려환경","2022-01-13 14:29:17","I","2023-06-13 00:00:00","","281691.15128908","435365.077543067","83","측정대행업","0","","5113032021","220926","1","1436","","","","","","","","","","","","","","","",
"109","환경측정대행업","09_30_17_P","6530000","642000008200800002","2012-12-08","","03","폐업","Q","폐업","2022-01-23","","","","","","220-090","강원특별자치도 원주시 단구동   75-1번지","강원특별자치도 원주시 단구초교길 41 (단구동)","","폐업 임시 지정 - 영동환경건설(주)","2022-01-23 13:40:41","I","2023-06-13 00:00:00","","285631.970416695","425028.392562533","170.06","측정대행업","0","","5113010700","220090","1","75","1","","","","","","","","","","","","","","",
"110","환경측정대행업","09_30_17_P","6530000","642000008201400007","2014-11-17","","03","폐업","Q","폐업","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  2011번지 -6번지","강원특별자치도 원주시 판부면 오성마을길 63-7","220-912","(주)영동환경이앤텍","2022-01-13 14:38:00","I","2023-06-13 00:00:00","","284028.975216268","424549.946849535","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
