"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","실험실면적","사업장구분명","영업소면적","위탁업체명","실험실지역코드","실험실우편번호","실험실산","실험실번지","실험실호","실험실통","실험실반","실험실특수주소","실험실특수주소동","실험실특수주소호","실험실도로명주소시군구코드","실험실도로명주소읍면동코드","실험실도로명주소읍면동구분","실험실도로명주소코드","실험실도로명특수주소","실험실도로명주소건물층구분","실험실도로명주소건물본번호","실험실도로명주소건물부번호","실험실도로명주소우편번호",
"1","환경관리대행기관","09_30_15_P","6530000","653000010202300009","2024-01-26","","01","영업/정상","N","신규","","","","","","","26349","강원특별자치도 원주시 호저면 만종리 217-1","강원특별자치도 원주시 호저면 우무개로 326","26349","(주)삼성환경엔지니어링","2024-01-26 18:06:03","U","2024-01-28 02:40:00","","280935.024259656","429774.133074899","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"2","환경관리대행기관","09_30_15_P","6530000","653000010202300006","2023-07-03","","01","영업/정상","N","신규","","","","","","","25916","강원특별자치도 삼척시 당저동 40-1","강원특별자치도 삼척시 교동로 21, 2층 201호 (당저동)","25916","(주)에코스코리아","2023-07-03 17:57:54","I","2023-07-05 00:19:07","","391515.713004525","440533.01514826","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"3","환경관리대행기관","09_30_15_P","6530000","653000010202300008","2023-07-25","","01","영업/정상","N","신규","","","","","","","","","강원특별자치도 원주시 흥업면 원문로 865-5","","주식회사 대동환경","2023-07-25 13:11:58","I","2023-07-27 00:18:54","","","","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"4","환경관리대행기관","09_30_15_P","6530000","653000010202300007","2023-07-24","","01","영업/정상","N","신규","","","","","","","","강원특별자치도 원주시 반곡동 1860-5","강원특별자치도 원주시 혁신로 19, b동 512호 (반곡동)","26404","(주)우천환경이엔지","2023-07-24 09:29:52","I","2023-07-26 00:18:54","","280873.527851872","422930.296235805","0","환경관리대행기관","64.45","","","","","","","","","","","","","","","","","","","","",
"5","환경관리대행기관","09_30_15_P","6530000","653000010202300002","2025-05-01","","01","영업/정상","N","신규","","","","","","","","","강원특별자치도 춘천시 삭주로 196 (후평동)","24297","(주)청솔환경건설","2025-05-01 13:40:34","U","2025-05-03 02:40:00","","266086.498127332","487368.018950843","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"6","환경관리대행기관","09_30_15_P","6530000","653000010202300003","2023-06-29","","01","영업/정상","N","신규","","","","","","","25922","강원특별자치도 삼척시 남양동 7-14 드라마미용실 301호","강원특별자치도 삼척시 척주로 65, 청년회의소건물 없음동 3층 301호 (남양동)","25922","(주)한국환경엔지니어링","2023-06-29 09:44:07","I","2023-07-01 00:19:10","","392074.203412676","440243.730407057","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"7","환경관리대행기관","09_30_15_P","6530000","653000010202300005","2025-09-04","","01","영업/정상","N","신규","","","","","","","","강원특별자치도 원주시 관설동 634-3","강원특별자치도 원주시 치악로 1351(관설동)","","(주)선진환경","2025-09-04 13:09:40","U","2025-09-06 02:40:00","","","","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"8","환경관리대행기관","09_30_15_P","6530000","653000010202300001","2025-05-08","","01","영업/정상","N","신규","","","","","","","26400","강원특별자치도 원주시 판부면 서곡리 2011-6","강원특별자치도 원주시 판부면 오성마을길 63-7","26400","(주)영동환경이앤텍","2025-05-08 10:39:03","U","2025-05-10 02:40:00","","284028.975216268","424549.946849535","0","환경관리대행기관","0","","5113038022","26400","0","2011","6","","","","","","51130","5113038022","0","4457439","","0","63","7","26400",
"9","환경관리대행기관","09_30_15_P","6530000","642000010202100001","2025-04-08","","01","영업/정상","N","신규","","","","","","","26349","강원특별자치도 원주시 호저면 만종리 217-1","강원특별자치도 원주시 호저면 우무개로 326","26349","(주)동성환경엔지니어링","2025-04-08 09:33:20","U","2025-04-10 02:40:00","","280935.024259656","429774.133074899","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"10","환경관리대행기관","09_30_15_P","6530000","642000010201300009","2024-06-25","","01","영업/정상","N","신규","","","","","","","24399","강원특별자치도 춘천시 동내면 거두리 457-7","강원특별자치도 춘천시 동내면 거두길 191","24399","(자)대한환경건설","2024-06-25 18:01:05","U","2024-06-27 02:40:00","","","","0","환경관리대행기관","0","","5111039025","200882","1","321","7","","","","","","51110","5111039000","0","4454752","","0","20","8","200882",
"11","환경관리대행기관","09_30_15_P","6530000","642000010201300010","2025-07-15","","01","영업/정상","N","신규","","","","","","","","","강원특별자치도 원주시 문막읍 만디길 70","26496","(주)경천이앤씨","2025-07-15 11:00:10","U","2025-07-17 02:40:00","","273212.662155072","418142.253767625","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"12","환경관리대행기관","09_30_15_P","6530000","642000010201400003","2014-05-01","","01","영업/정상","N","신규","","","","","","","24737","강원특별자치도 고성군 간성읍 신안리 134번지","강원특별자치도 고성군 간성읍 탑동길 4-15","24737","(주)정일환경","2020-02-03 17:37:02","I","2023-06-13 00:00:00","","328909.204306511","542646.6228761","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"13","환경관리대행기관","09_30_15_P","6530000","642000010201400004","2024-10-16","","01","영업/정상","N","신규","","","","","","","","","강원특별자치도 강릉시 주문진읍 농공단지길 28-32","210-803","(주)대성환경건설","2024-10-16 20:50:31","U","2024-10-18 02:40:00","","360487.917334175","486867.906205672","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"14","환경관리대행기관","09_30_15_P","6530000","642000010201500011","2024-10-02","","01","영업/정상","N","신규","","","","","","","","강원특별자치도 원주시 반곡동 1860-5","강원특별자치도 원주시 혁신로 19, b동 512호 (반곡동)","26404","(주)우천환경이엔지","2024-10-02 17:24:17","U","2024-10-04 02:40:00","","280873.527851872","422930.296235805","0","환경관리대행기관","64.45","","","","","","","","","","","","","","","","","","","","",
"15","환경관리대행기관","09_30_15_P","6530000","642000010201500012","2024-08-13","","01","영업/정상","N","신규","","","","","","","26400","강원특별자치도 원주시 판부면 서곡리 2011-6","강원특별자치도 원주시 판부면 오성마을길 63-7","26400","(주)영동환경이앤텍","2024-08-13 18:17:00","U","2024-08-15 02:40:00","","284028.975216268","424549.946849535","0","환경관리대행기관","0","","5113038022","26400","0","2011","6","","","","","","51130","5113038022","0","4457439","","0","63","7","26400",
"16","환경관리대행기관","09_30_15_P","6530000","642000010201500014","2024-05-24","","01","영업/정상","N","신규","","","","","","","","","강원특별자치도 원주시 호저면 호저로 498","220-926","(주)고려환경","2024-05-24 18:14:02","U","2024-05-26 02:40:00","","281691.15128908","435365.077543067","0","환경관리대행기관","0","","","","","","","","","","","","51130","5113032000","0","3219060","","0","498","","220926",
"17","환경관리대행기관","09_30_15_P","6530000","642000010201500017","2021-06-01","","01","영업/정상","N","신규","","","","","","","25627","강원특별자치도 강릉시 강동면 모전리 43-3","강원특별자치도 강릉시 강동면 임곡로 234","25627","(주)대영환경","2021-06-01 11:00:04","I","2023-06-13 00:00:00","","375350.271375935","469686.434951451","0","환경관리대행기관","0","","5115034022","25627","0","43","3","","","","","","51150","5115034022","0","3220033","","0","234","0","25627",
"18","환경관리대행기관","09_30_15_P","6530000","642000010201500019","2025-09-11","","01","영업/정상","N","신규","","","","","","","","","강원특별자치도 정선군 고한로 309","233-811","나라환경개발(주)","2025-09-11 13:17:55","U","2025-09-13 02:40:00","","365869.460410372","411992.588534895","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"19","환경관리대행기관","09_30_15_P","6530000","642000010201500020","2025-06-23","","01","영업/정상","N","신규","","","","","","","25422","강원특별자치도 강릉시 주문진읍 교항리 1207-10","강원특별자치도 강릉시 주문진읍 농공단지길 40-22","25422","(주)대양환경기술","2025-06-23 13:15:19","U","2025-06-25 02:40:00","","360689.147050536","486906.388323301","41.11","환경관리대행기관","0","","5115025022","25422","0","1207","10","","","","","","51150","5115025022","0","4460314","","0","40","22","25422",
"20","환경관리대행기관","09_30_15_P","6530000","642000010201500021","2015-07-31","","01","영업/정상","N","신규","","","","","","","","","강원특별자치도 고성군 향목서길 26","219-821","(주)재능이씨엠","2015-07-31 11:19:49","I","2023-06-13 00:00:00","","329395.843679559","542377.307556444","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"21","환경관리대행기관","09_30_15_P","6530000","642000010201600001","2024-10-15","","01","영업/정상","N","신규","","","","","","","25352","강원특별자치도 평창군 대관령면 용산리 130번지 용평리조트","강원특별자치도 평창군 대관령면 올림픽로 715, 용평리조트","25352","(주)물사랑","2024-10-15 14:47:56","U","2024-10-17 02:40:00","","348259.144297804","461699.273918606","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
"22","환경관리대행기관","09_30_15_P","6530000","642000010201600003","2024-07-26","","01","영업/정상","N","신규","","","","","","","26457","강원특별자치도 원주시 반곡동 1380-2","강원특별자치도 원주시 반곡길 168-2, 2층 (반곡동)","26457","(주)녹색","2024-07-26 16:20:43","U","2024-07-28 02:40:00","","286027.189988439","425687.950617617","0","환경관리대행기관","0","","","","","","","","","","","","","","","","","","","","",
